textPayload,insertId,resource.type,resource.labels.pod_id,resource.labels.zone,resource.labels.project_id,resource.labels.cluster_name,resource.labels.container_name,resource.labels.namespace_id,resource.labels.instance_id,timestamp,severity,"labels.""compute.googleapis.com/resource_name""","labels.""container.googleapis.com/pod_name""","labels.""container.googleapis.com/stream""","labels.""container.googleapis.com/namespace_name""",logName,receiveTimestamp
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:34] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqcqL&sid=7c5f81a50fd04917ad3f200a968eebde HTTP/1.0"" 200 -
",ajlhxvfyzh24p,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:34.671118967Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:37.615348236Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:34] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqcq6&sid=f8c9a066ce5f4c8ea0635b75e7a43bc2 HTTP/1.0"" 200 -
",ajlhxvfyzh24o,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:34.644302242Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:37.615348236Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:34] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqcka&sid=7c5f81a50fd04917ad3f200a968eebde HTTP/1.0"" 200 -
",ajlhxvfyzh24n,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:34.319436646Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:37.615348236Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:34] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqckf&sid=f8c9a066ce5f4c8ea0635b75e7a43bc2 HTTP/1.0"" 200 -
",ajlhxvfyzh24m,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:34.311254929Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:37.615348236Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:33] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqcZt&sid=7c5f81a50fd04917ad3f200a968eebde HTTP/1.0"" 200 -
",ajlhxvfyzh24l,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:33.656535210Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:37.615348236Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:33] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqcZy&sid=f8c9a066ce5f4c8ea0635b75e7a43bc2 HTTP/1.0"" 200 -
",ajlhxvfyzh24k,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:33.656465418Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:37.615348236Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:33] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqcTI&sid=7c5f81a50fd04917ad3f200a968eebde HTTP/1.0"" 200 -
",ajlhxvfyzh24j,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:33.221441881Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:37.615348236Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:33] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqcSf&sid=f8c9a066ce5f4c8ea0635b75e7a43bc2 HTTP/1.0"" 200 -
",ajlhxvfyzh24i,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:33.159015192Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:37.615348236Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:32] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqcN2&sid=7c5f81a50fd04917ad3f200a968eebde HTTP/1.0"" 200 -
",ajlhxvfyzh24h,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:32.844780562Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:37.615348236Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:32] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqcN7&sid=f8c9a066ce5f4c8ea0635b75e7a43bc2 HTTP/1.0"" 200 -
",ajlhxvfyzh24g,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:32.801766833Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:37.615348236Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:32] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqcDZ&sid=7c5f81a50fd04917ad3f200a968eebde HTTP/1.0"" 200 -
",ajlhxvfyzh24f,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:32.309933083Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:37.615348236Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:32] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqcDf&sid=f8c9a066ce5f4c8ea0635b75e7a43bc2 HTTP/1.0"" 200 -
",ajlhxvfyzh24e,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:32.309280449Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:37.615348236Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:31] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqc73&sid=f8c9a066ce5f4c8ea0635b75e7a43bc2 HTTP/1.0"" 200 -
",ajlhxvfyzh24d,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:31.772861881Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:37.615348236Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:31] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqc6-&sid=7c5f81a50fd04917ad3f200a968eebde HTTP/1.0"" 200 -
",ajlhxvfyzh24c,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:31.762968918Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:37.615348236Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:31] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqc0f&sid=f8c9a066ce5f4c8ea0635b75e7a43bc2 HTTP/1.0"" 200 -
",ilnztng2vfpd1t,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:31.376726998Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:32.614793147Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:31] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqc0a&sid=7c5f81a50fd04917ad3f200a968eebde HTTP/1.0"" 200 -
",ilnztng2vfpd1s,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:31.365881608Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:32.614793147Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:30] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqbtl&sid=7c5f81a50fd04917ad3f200a968eebde HTTP/1.0"" 200 -
",ilnztng2vfpd1r,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:30.844951125Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:32.614793147Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:30] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqbsx&sid=f8c9a066ce5f4c8ea0635b75e7a43bc2 HTTP/1.0"" 200 -
",ilnztng2vfpd1q,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:30.843057894Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:32.614793147Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:30] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqbmd&sid=7c5f81a50fd04917ad3f200a968eebde HTTP/1.0"" 200 -
",ilnztng2vfpd1p,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:30.344903151Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:32.614793147Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:30] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqbmi&sid=f8c9a066ce5f4c8ea0635b75e7a43bc2 HTTP/1.0"" 200 -
",ilnztng2vfpd1o,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:30.335462235Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:32.614793147Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:29] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqbgS&sid=7c5f81a50fd04917ad3f200a968eebde HTTP/1.0"" 200 -
",ilnztng2vfpd1n,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:29.941871647Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:32.614793147Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:29] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqbgX&sid=f8c9a066ce5f4c8ea0635b75e7a43bc2 HTTP/1.0"" 200 -
",ilnztng2vfpd1m,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:29.932014096Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:32.614793147Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:29] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqbZm&sid=7c5f81a50fd04917ad3f200a968eebde HTTP/1.0"" 200 -
",ilnztng2vfpd1l,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:29.511734630Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:32.614793147Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:29] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqbZr&sid=f8c9a066ce5f4c8ea0635b75e7a43bc2 HTTP/1.0"" 200 -
",ilnztng2vfpd1k,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:29.504920604Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:32.614793147Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:28] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqbRk&sid=f8c9a066ce5f4c8ea0635b75e7a43bc2 HTTP/1.0"" 200 -
",ilnztng2vfpd1j,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:28.995782054Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:32.614793147Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:28] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqbNl&sid=7c5f81a50fd04917ad3f200a968eebde HTTP/1.0"" 200 -
",ilnztng2vfpd1i,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:28.955731602Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:32.614793147Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:28] ""GET /socket.io/?EIO=3&transport=polling&t=MfEqbMD&sid=f8c9a066ce5f4c8ea0635b75e7a43bc2 HTTP/1.0"" 200 -
",ilnztng2vfpd1h,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:28.643254742Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:32.614793147Z
"INFO:werkzeug:10.12.1.250 - - [24/Apr/2019 10:09:28] ""POST /socket.io/?EIO=3&transport=polling&t=MfEqbK3&sid=f8c9a066ce5f4c8ea0635b75e7a43bc2 HTTP/1.0"" 200 -
",ilnztng2vfpd1g,container,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,europe-west1-d,akvo-lumen,test,tech-consultancy-gc-flow-price-webhook,default,6496827229310957514,2019-04-24T10:09:28.535343544Z,ERROR,fluentd-gcp-v3.1.0-9zmvx,tech-consultancy-gc-flow-price-webhook-5f6db9fdfb-f2k6p,stderr,default,projects/akvo-lumen/logs/tech-consultancy-gc-flow-price-webhook,2019-04-24T10:09:32.614793147Z
